SN,ANLN1,ANLN2,AUFNR,AUGBL,AUGDT,BELNR,BSCHL,BTYPE,BUKRS,BUZEI,DMBTR,EBELN,EBELP,ETYPE,GJAHR,HBKID,HKONT,KOART,KOKRS,KOSTL,KTOSL,KUNNR,LIFNR,MATNR,MWSKZ,POSN2,PRCTR,SGTXT,SHKZG,UMSKZ,VBEL2,VBELN,VORGN,WERKS,XANET,XAUTO,XINVE,XOPVW,XSAUF,XSERG,XSKST,XSPRO,XUMAN,XUMSW,XZAHL
7487,            ,    ,            ,          ,0,5000000387,89,  ,3000,1,510000,4500024429,10,   ,2022,     ,303000,M,2000,          ,BSX,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7488,            ,    ,            ,          ,0,5000000387,96,  ,3000,2,3000000,4500024429,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7489,            ,    ,            ,          ,0,5000000388,40,  ,3000,4,255000,4500024430,10,   ,2022,     ,63000,S,2000,          ,EIN,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7490,            ,    ,            ,          ,0,5000000388,50,  ,3000,5,255000,4500024430,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7491,            ,    ,            ,          ,0,5000000388,83,  ,3000,3,1245000,4500024430,10,   ,2022,     ,231000,S,2000,2100,PRD,          ,3000,732,  ,0,3402,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7492,            ,    ,            ,          ,0,5000000388,89,  ,3000,1,255000,4500024430,10,   ,2022,     ,303000,M,2000,          ,BSX,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7493,            ,    ,            ,          ,0,5000000388,96,  ,3000,2,1500000,4500024430,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7494,            ,    ,            ,          ,0,5000000389,40,  ,3000,4,255000,4500024431,10,   ,2022,     ,63000,S,2000,          ,EIN,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7495,            ,    ,            ,          ,0,5000000389,40,  ,3000,7,450000,4500024431,10,   ,2022,     ,63000,S,2000,          ,FRE,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7496,            ,    ,            ,          ,0,5000000389,50,  ,3000,5,255000,4500024431,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7497,            ,    ,            ,          ,0,5000000389,50,  ,3000,6,450000,4500024431,10,   ,2022,     ,191100,S,2000,          ,FR1,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7498,            ,    ,            ,          ,0,5000000389,83,  ,3000,3,1245000,4500024431,10,   ,2022,     ,231000,S,2000,2100,PRD,          ,3000,732,  ,0,3402,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7499,            ,    ,            ,          ,0,5000000389,89,  ,3000,1,255000,4500024431,10,   ,2022,     ,303000,M,2000,          ,BSX,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7500,            ,    ,            ,          ,0,5000000389,96,  ,3000,2,1500000,4500024431,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7501,            ,    ,            ,          ,0,5000000390,40,  ,3000,4,255000,4500024432,10,   ,2022,     ,63000,S,2000,          ,EIN,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7502,            ,    ,            ,          ,0,5000000390,40,  ,3000,7,300000,4500024432,10,   ,2022,     ,63000,S,2000,          ,FRE,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7503,            ,    ,            ,          ,0,5000000390,40,  ,3000,9,450000,4500024432,10,   ,2022,     ,63000,S,2000,          ,FRE,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7504,            ,    ,            ,          ,0,5000000390,50,  ,3000,5,255000,4500024432,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7505,            ,    ,            ,          ,0,5000000390,50,  ,3000,6,300000,4500024432,10,   ,2022,     ,191100,S,2000,          ,FR1,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7506,            ,    ,            ,          ,0,5000000390,50,  ,3000,8,450000,4500024432,10,   ,2022,     ,191100,S,2000,          ,FR1,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7507,            ,    ,            ,          ,0,5000000390,83,  ,3000,3,1245000,4500024432,10,   ,2022,     ,231000,S,2000,2100,PRD,          ,3000,732,  ,0,3402,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7508,            ,    ,            ,          ,0,5000000390,89,  ,3000,1,255000,4500024432,10,   ,2022,     ,303000,M,2000,          ,BSX,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7509,            ,    ,            ,          ,0,5000000390,96,  ,3000,2,1500000,4500024432,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7510,            ,    ,            ,          ,0,5000000391,40,  ,3000,4,255000,4500024433,10,   ,2022,     ,63000,S,2000,          ,EIN,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7511,            ,    ,            ,          ,0,5000000391,40,  ,3000,7,450000,4500024433,10,   ,2022,     ,63000,S,2000,          ,FRE,          ,DHL99     ,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7512,            ,    ,            ,          ,0,5000000391,50,  ,3000,5,255000,4500024433,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7513,            ,    ,            ,          ,0,5000000391,50,  ,3000,6,450000,4500024433,10,   ,2022,     ,191100,S,2000,          ,FR1,          ,DHL99     ,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7514,            ,    ,            ,          ,0,5000000391,83,  ,3000,3,1245000,4500024433,10,   ,2022,     ,231000,S,2000,2100,PRD,          ,3000,732,  ,0,3402,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7515,            ,    ,            ,          ,0,5000000391,89,  ,3000,1,255000,4500024433,10,   ,2022,     ,303000,M,2000,          ,BSX,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7516,            ,    ,            ,          ,0,5000000391,96,  ,3000,2,1500000,4500024433,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7517,            ,    ,            ,          ,0,5000000392,40,  ,3000,4,283050,4500024434,10,   ,2022,     ,63000,S,2000,          ,EIN,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7518,            ,    ,            ,          ,0,5000000392,40,  ,3000,7,416250,4500024434,10,   ,2022,     ,63000,S,2000,          ,FRE,          ,DHL99     ,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7519,            ,    ,            ,          ,0,5000000392,50,  ,3000,5,283050,4500024434,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7520,            ,    ,            ,          ,0,5000000392,50,  ,3000,6,416250,4500024434,10,   ,2022,     ,191100,S,2000,          ,FR1,          ,DHL99     ,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7521,            ,    ,            ,          ,0,5000000392,83,  ,3000,3,1381950,4500024434,10,   ,2022,     ,231000,S,2000,2100,PRD,          ,3000,732,  ,0,3402,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7522,            ,    ,            ,          ,0,5000000392,89,  ,3000,1,283050,4500024434,10,   ,2022,     ,303000,M,2000,          ,BSX,          ,3000,732,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7523,            ,    ,            ,          ,0,5000000392,96,  ,3000,2,1665000,4500024434,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,3000,732,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7524,            ,    ,            ,          ,0,5000000393,40,  ,3000,4,40800,4500024450,10,   ,2022,     ,63000,S,2000,          ,EIN,          ,3000,732,  ,0,          ,20 damaged in transit                             ,S, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7525,            ,    ,            ,          ,0,5000000393,50,  ,3000,5,40800,4500024450,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,732,  ,0,          ,20 damaged in transit                             ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7526,            ,    ,            ,          ,0,5000000393,83,  ,3000,3,199200,4500024450,10,   ,2022,     ,231000,S,2000,2100,PRD,          ,3000,732,  ,0,3402,20 damaged in transit                             ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7527,            ,    ,            ,          ,0,5000000393,89,  ,3000,1,40800,4500024450,10,   ,2022,     ,303000,M,2000,          ,BSX,          ,3000,732,  ,0,          ,20 damaged in transit                             ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7528,            ,    ,            ,          ,0,5000000393,96,  ,3000,2,240000,4500024450,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,3000,732,  ,0,          ,20 damaged in transit                             ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,
7529,            ,    ,            ,          ,0,5000000394,50,  ,3000,2,120000,4500024492,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7530,            ,    ,            ,          ,0,5000000394,89,  ,3000,1,120000,4500024492,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7531,            ,    ,            ,          ,0,5000000395,50,  ,3000,2,120000,4500024499,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,THIS IS A PROJECT CARGO / RESPONSIBLE : MICHAEL S ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7532,            ,    ,            ,          ,0,5000000395,89,  ,3000,1,120000,4500024499,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,THIS IS A PROJECT CARGO / RESPONSIBLE : MICHAEL S ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7533,            ,    ,            ,          ,0,5000000396,50,  ,3000,2,3000000,4500024624,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,THIS IS A IMPORT SHIPMENT FROM INDIS              ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7534,            ,    ,            ,          ,0,5000000396,89,  ,3000,1,3000000,4500024624,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,THIS IS A IMPORT SHIPMENT FROM INDIS              ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7535,            ,    ,            ,          ,0,5000000397,50,  ,3000,2,15000,4500024625,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7536,            ,    ,            ,          ,0,5000000397,89,  ,3000,1,15000,4500024625,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7537,            ,    ,            ,          ,0,5000000398,50,  ,3000,2,15000,4500024626,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7538,            ,    ,            ,          ,0,5000000398,89,  ,3000,1,15000,4500024626,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7539,            ,    ,            ,          ,0,5000000399,50,  ,3000,2,150000,4500024510,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7540,            ,    ,            ,          ,0,5000000399,89,  ,3000,1,150000,4500024510,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7541,            ,    ,            ,          ,0,5000000400,50,  ,3000,2,150000,4500024511,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7542,            ,    ,            ,          ,0,5000000400,89,  ,3000,1,150000,4500024511,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7543,            ,    ,            ,          ,0,5000000401,50,  ,3000,2,150000,4500024512,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7544,            ,    ,            ,          ,0,5000000401,89,  ,3000,1,150000,4500024512,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7545,            ,    ,            ,          ,0,5000000402,50,  ,3000,2,150000,4500024513,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7546,            ,    ,            ,          ,0,5000000402,89,  ,3000,1,150000,4500024513,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7547,            ,    ,            ,          ,0,5000000403,50,  ,3000,2,150000,4500024514,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7548,            ,    ,            ,          ,0,5000000403,89,  ,3000,1,150000,4500024514,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7549,            ,    ,            ,          ,0,5000000404,50,  ,3000,2,150000,4500024515,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7550,            ,    ,            ,          ,0,5000000404,89,  ,3000,1,150000,4500024515,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7551,            ,    ,            ,          ,0,5000000405,50,  ,3000,2,150000,4500024516,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7552,            ,    ,            ,          ,0,5000000405,89,  ,3000,1,150000,4500024516,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7553,            ,    ,            ,          ,0,5000000406,50,  ,3000,2,150000,4500024517,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7554,            ,    ,            ,          ,0,5000000406,89,  ,3000,1,150000,4500024517,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7555,            ,    ,            ,          ,0,5000000407,50,  ,3000,2,150000,4500024519,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7556,            ,    ,            ,          ,0,5000000407,89,  ,3000,1,150000,4500024519,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7557,            ,    ,            ,          ,0,5000000408,50,  ,3000,2,150000,4500024520,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7558,            ,    ,            ,          ,0,5000000408,89,  ,3000,1,150000,4500024520,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7559,            ,    ,            ,          ,0,5000000409,50,  ,3000,2,150000,4500024521,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7560,            ,    ,            ,          ,0,5000000409,89,  ,3000,1,150000,4500024521,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7561,            ,    ,            ,          ,0,5000000410,50,  ,3000,2,150000,4500024577,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7562,            ,    ,            ,          ,0,5000000410,89,  ,3000,1,150000,4500024577,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7563,            ,    ,            ,          ,0,5000000411,50,  ,3000,2,150000,4500024578,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7564,            ,    ,            ,          ,0,5000000411,89,  ,3000,1,150000,4500024578,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7565,            ,    ,            ,          ,0,5000000412,50,  ,3000,2,150000,4500024579,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7566,            ,    ,            ,          ,0,5000000412,89,  ,3000,1,150000,4500024579,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7567,            ,    ,            ,          ,0,5000000413,50,  ,3000,2,150000,4500024580,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7568,            ,    ,            ,          ,0,5000000413,89,  ,3000,1,150000,4500024580,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7569,            ,    ,            ,          ,0,5000000414,50,  ,3000,2,150000,4500024581,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7570,            ,    ,            ,          ,0,5000000414,89,  ,3000,1,150000,4500024581,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7571,            ,    ,            ,          ,0,5000000415,50,  ,3000,2,150000,4500024582,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7572,            ,    ,            ,          ,0,5000000415,89,  ,3000,1,150000,4500024582,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7573,            ,    ,            ,          ,0,5000000416,50,  ,3000,2,150000,4500024583,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7574,            ,    ,            ,          ,0,5000000416,89,  ,3000,1,150000,4500024583,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7575,            ,    ,            ,          ,0,5000000417,50,  ,3000,2,150000,4500024522,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7576,            ,    ,            ,          ,0,5000000417,89,  ,3000,1,150000,4500024522,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7577,            ,    ,            ,          ,0,5000000418,50,  ,3000,2,150000,4500024523,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7578,            ,    ,            ,          ,0,5000000418,89,  ,3000,1,150000,4500024523,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7579,            ,    ,            ,          ,0,5000000419,50,  ,3000,2,150000,4500024524,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7580,            ,    ,            ,          ,0,5000000419,89,  ,3000,1,150000,4500024524,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7581,            ,    ,            ,          ,0,5000000420,50,  ,3000,2,150000,4500024525,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7582,            ,    ,            ,          ,0,5000000420,89,  ,3000,1,150000,4500024525,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7583,            ,    ,            ,          ,0,5000000421,50,  ,3000,2,150000,4500024526,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7584,            ,    ,            ,          ,0,5000000421,89,  ,3000,1,150000,4500024526,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7585,            ,    ,            ,          ,0,5000000422,50,  ,3000,2,150000,4500024527,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7586,            ,    ,            ,          ,0,5000000422,89,  ,3000,1,150000,4500024527,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7587,            ,    ,            ,          ,0,5000000423,50,  ,3000,2,150000,4500024528,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7588,            ,    ,            ,          ,0,5000000423,89,  ,3000,1,150000,4500024528,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7589,            ,    ,            ,          ,0,5000000424,50,  ,3000,2,150000,4500024529,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7590,            ,    ,            ,          ,0,5000000424,89,  ,3000,1,150000,4500024529,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7591,            ,    ,            ,          ,0,5000000425,50,  ,3000,2,150000,4500024530,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7592,            ,    ,            ,          ,0,5000000425,89,  ,3000,1,150000,4500024530,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7593,            ,    ,            ,          ,0,5000000426,50,  ,3000,2,150000,4500024531,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7594,            ,    ,            ,          ,0,5000000426,89,  ,3000,1,150000,4500024531,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7595,            ,    ,            ,          ,0,5000000427,50,  ,3000,2,150000,4500024532,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7596,            ,    ,            ,          ,0,5000000427,89,  ,3000,1,150000,4500024532,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7597,            ,    ,            ,          ,0,5000000428,50,  ,3000,2,150000,4500024533,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7598,            ,    ,            ,          ,0,5000000428,89,  ,3000,1,150000,4500024533,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7599,            ,    ,            ,          ,0,5000000429,50,  ,3000,2,150000,4500024534,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
